plane,signal_id,oem_connector,oem_pin,factory_wire,oem_signal,function,inside_connector,outside_connector,disposition,mesa_card,mesa_connector,mesa_pin_channel,hal_net,authority_status,landing_status,required_verification,source_reference
A,SPINDLE_ORIENT_CMD,CN3,14,ORI C1,ORIENT COMMAND,spindle,CN4-12,TB5-D2 2-A1,MESA_ROUTE,7i84U-A,TB3,OUT4,spindle-orient-cmd,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,"Gated by spindle-motion-permit; validate ladder sequence exact drive terminal relay topology and polarity before landing the field wire | [RECON 2026-08-08 §A: element list confirms Y093 ORCM1.M 'SPINDLE ORIENT COMMAND' (.M not .MV) on 060231] | [RECON 2026-08-08 §D: FR-SX CTM] | [LOCATED 2026-08-08: ORC1 CON1-25 wire 4-12 T.U CN3-14, Dwg 4143075408 pg134] | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/spindle_run_ladder_transcription.md]","41434WB PDF p84, dwg 4143075321"
A,SPINDLE_ORIENT_LOGEAR,CN3,15,CTL,LOW GEAR SHIFT,spindle,CN4-13,TB5-A151,MESA_ROUTE,7i84U-A,TB3,OUT5,orient-lo-gear,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,"Verify in ladder whether required in high gear too | [RECON 2026-08-08 §A: element list confirms Y094 CTL.M 'LOW GEAR ORIENT' — low-gear-specific on 060231] | [RECON 2026-08-08 §D: FR-SX GTL] | [LOCATED 2026-08-08: CTL 'LOW GEAR ORIENT' CON1-27 wire 4-13 T.U CN3-15, Dwg 4143075408 pg134 - confirms low-gear orient assist] | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/spindle_run_ladder_transcription.md]","41434WB PDF p84, dwg 4143075321"
A,,CN3,16,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,17,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,18,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,19,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,20,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,21,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,22,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,23,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,24,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,25,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,26,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,27,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,28,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,29,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,30,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,31,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,32,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,33,COM,COM (DECEL) (CTL),common,CN4-15,TB5-D2 1-12,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,34,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,35,WLAL,WAY LUBE ALARM,alarm,1-49,TB5-D2 2-A3,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,36,362,MAGAZINE TIMER,ATC,CN2-1,TB5-E,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p84, dwg 4143075321"
A,Y_LIMIT_PLUS,CN3,37,+LY,+Y OVER TRAVEL,limit,CNB-40,TB5-0122,MESA_ROUTE,7i84U-B,TB3,IN2,limit-y-plus,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,"NC contact consumed through input-02-not; promote to FIELD_VERIFIED after continuity and fail-open test | [LOCATED 2026-08-09: +Y OVER TRAVEL X22 *+LY wire 1-47, Dwg 4143075410 (Motion Switch Input 4) pg136] | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/interlocks_ladder_transcription.md]","41434WB PDF p84, dwg 4143075321"
A,Z_LIMIT_MINUS,CN3,38,-LZ,-Z OVER TRAVEL,limit,1-38,TB5-D2 1-B12,MESA_ROUTE,7i84U-B,TB3,IN5,limit-z-minus,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,"NC contact consumed through input-05-not; promote to FIELD_VERIFIED after continuity and fail-open test | [LOCATED 2026-08-09: -Z OVER TRAVEL X25 *-LZ wire 1-50, Dwg 4143075410 (Motion Switch Input 4) pg136. Physical LS switch designator not on this sheet - bench-verify] | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/interlocks_ladder_transcription.md]","41434WB PDF p84, dwg 4143075321"
A,ATC_ZONE_Z,CN3,39,147,OIL TEMP DETECTOR,alarm,1-7,TB5-0503,MESA_ROUTE,7i84U-A,TB3,IN1,atc-z-zone,FACTORY_INTERFACE,HOLD_OEM_CONFLICT,CN3-39 is -LZ2 in the motion sheet but 147/OIL TEMP (and TOOL DETECTOR in another read) in the terminal-unit table; continuity trace required.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,40,SP1,spare,spare,,,OEM_SPARE_CONDUCTOR,none,none,none,none,UNALLOCATED,OEM_SPARE_CONDUCTOR,A factory spare conductor exists; insulate and preserve its identity unless a reviewed revision deliberately repurposes it.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,41,SP2,spare,spare,,,OEM_SPARE_CONDUCTOR,none,none,none,none,UNALLOCATED,OEM_SPARE_CONDUCTOR,A factory spare conductor exists; insulate and preserve its identity unless a reviewed revision deliberately repurposes it.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,42,SP3,spare,spare,,,OEM_SPARE_CONDUCTOR,none,none,none,none,UNALLOCATED,OEM_SPARE_CONDUCTOR,A factory spare conductor exists; insulate and preserve its identity unless a reviewed revision deliberately repurposes it.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,43,SP4,spare,spare,,,OEM_SPARE_CONDUCTOR,none,none,none,none,UNALLOCATED,OEM_SPARE_CONDUCTOR,A factory spare conductor exists; insulate and preserve its identity unless a reviewed revision deliberately repurposes it.,"41434WB PDF p84, dwg 4143075321"
A,ATC_ZONE_Y,CN3,44,SPTD,SPINDLE TIMER,spindle,CNB-44,TB5-D1 1-14,MESA_ROUTE,7i84U-A,TB3,IN0,atc-y-zone,FACTORY_INTERFACE,HOLD_OEM_CONFLICT,CN3-44 is +LY2 in the motion sheet but SPTD/SPINDLE TIMER (and SPINDLE TOOL DETECTOR in another read) in the terminal-unit table; continuity trace required.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,45,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,46,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,47,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,48,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,49,+24V,DC24V +COM,power,,,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p84, dwg 4143075321"
A,,CN3,50,+24V,DC24V +COM,power,,,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p84, dwg 4143075321"
A,,CN11,1,208B,MAGAZINE CW (REV),PLC output,,SSR bd CN11-1,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN11,2,208A,MAGAZINE CCW (FOR),PLC output,,SSR bd CN11-2,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,TOOL_UNCLAMP_SOL,CN11,3,710,TOOL UNCLAMP,PLC output,,SSR bd CN11-3,MESA_ROUTE,7i84U-A,TB2,OUT10,tool-unclamp-sol,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,"Evidence supports SOL-10 tool unclamp; verify relay path and whether the valve is single-coil or dual-coil before energizing | [C5 2026-08-09: sole tool-clamp/unclamp output. SOL-10 single-coil spring-return - energize=unclamp, de-energize=clamp. TOOL_CLAMP_SOL/OUT9 dropped. Confirm RLY-4 load at cabinet.] | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/atc_ladder_transcription.md] | [2026-08-13 CONFIRMED: wire 410 read at the coil on a separate Nachi directional valve = SOL-10 tool unclamp, single coil]","41434WB PDF p85, dwg 4143075322"
A,GEAR_HI_SOL,CN11,4,712,GEAR SHIFT HIGH,PLC output,,SSR bd CN11-4,MESA_ROUTE,7i84U-A,TB3,OUT7,gear-hi-sol,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,Measure coil voltage before selecting relay contacts | [RECON 2026-08-08 §G: SWAPPED SOL-13->SOL-12 per Dwg 41431075414 p140 (Solenoid Driver 1) + element list Y00B GSH.M=SOL-12=HIGH] | [CONFIRMED 2026-08-08: pg100 TB-51 (Dwg 4143075338) wire 412->SOL-12->GEAR SHIFT HIGH; physical double-check of §G swap complete] | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/orient_ladder_transcription.md] | [2026-08-13 CONFIRMED: wire 412 read at the LEFT coil of the Nachi SA-G01-E3X-C1-31 double-solenoid valve = SOL-12 gear shift high],"41434WB PDF p85, dwg 4143075322"
A,GEAR_LO_SOL,CN11,5,213,GEAR SHIFT LOW,PLC output,,SSR bd CN11-5,MESA_ROUTE,7i84U-A,TB2,OUT8,gear-lo-sol,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,Conflict: connector_crossref.md omits SOL-12 and identifies SOL-13 as low; verify both gear-shift coils before wiring | [RECON 2026-08-08 §G: SWAPPED SOL-12->SOL-13 per Dwg 41431075414 p140 + element list Y00C GSL.M=SOL-13=LOW; HOLD_CONFLICT cleared] | [CONFIRMED 2026-08-08: pg100 TB-51 (Dwg 4143075338) wire 413->SOL-13->GEAR SHIFT LOW; physical double-check of §G swap complete] | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/orient_ladder_transcription.md] | [2026-08-13 CONFIRMED: wire 413 read at the RIGHT coil of the same Nachi SA-G01-E3X-C1-31 valve = SOL-13 gear shift low. Both gear coils are on ONE 3-position valve],"41434WB PDF p85, dwg 4143075322"
A,AIR_BLAST,CN11,6,215,SPINDLE AIR BLAST,PLC output,,SSR bd CN11-6,MESA_ROUTE,7i84U-B,TB3,OUT3,air-blast,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,"[LADDER-REF 2026-08-10 (approved AG): docs/ladder/coolant_ladder_transcription.md] | [2026-08-12 CONFLICT: the OEM head placard (dwg 24136209710) disagrees with this solenoid identity - see wiring/authority_conflicts.md section 5 and wiring/head_device_placard.md. Nothing changed here; identity must be settled BEFORE RLY-5/6/7 are wired.] | [2026-08-13 IDENTIFIED: coil wire label read on the machine = 415 -> SOL-15 SPINDLE AIR BLAST, matching connector_crossref (OEM pg90). The SOL-62 label on this row was WRONG. Function and wire were already correct, so the fix is a relabel not a rebinding. Owner approval pending. See wiring/authority_conflicts.md section 5] | [2026-08-13 APPLIED (owner approved): field point corrected SOL-62 -> SOL-15. Coil wire label read on the machine = 415 (RC3A side) / 215 (terminal-unit side, CN11-6). Function and wire were already correct - this was a relabel, not a rebinding. hal_net air-blast and the OUT3 binding are unchanged.]","41434WB PDF p85, dwg 4143075322"
A,WORK_AIR_BLAST,CN11,7,216,WORK AIR BLAST,PLC output,,SSR bd CN11-7,MESA_ROUTE,7i84U-B,TB3,OUT4,none,RESERVED,HOLD_RESERVED,"[LADDER-REF 2026-08-10 (approved AG): docs/ladder/coolant_ladder_transcription.md] | [2026-08-12 CONFLICT: the OEM head placard (dwg 24136209710) disagrees with this solenoid identity - see wiring/authority_conflicts.md section 5 and wiring/head_device_placard.md. Nothing changed here; identity must be settled BEFORE RLY-5/6/7 are wired.] | [2026-08-13 DEVICE NOT FITTED: owner confirms only two air solenoids exist on the head (415=SOL-15, 416=SOL-16) and there are no hidden ones. This row was labelled SOL-35 (dust inhole eliminate); neither SOL-35 nor SOL-61 (air jet) is on the head. SOL-61 serves the MMS touch sensor, already flagged OPTION_VERIFY. RECOMMEND NOT_USED/RESERVED - do not fit RLY-6. Owner decision. See authority_conflicts.md section 5] | [2026-08-13 REPURPOSED (owner approved): was TOUCH_SENSOR_BLAST / SOL-35. That device (MMS touch-sensor air jet, SOL-61) is NOT FITTED on this machine - only SOL-15 and SOL-16 exist on the head. This terminal is reallocated to SOL-16 WORK AIR BLAST, which IS fitted and wired (coil label 416 / CN11-7 wire 216) but previously had no authority row. RESERVED with hal_net none per the MANUAL_TOOL_CLAMP_PB precedent: real device, not yet field-verified, so deliberately HAL-unbound. Bind it once RLY-6 is fitted and the wire is confirmed.]","41434WB PDF p85, dwg 4143075322"
A,,CN11,8,217,MIST COOLANT,PLC output,,SSR bd CN11-8,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN11,9,262,TOOL MEASURING ARM EXTEND,PLC output,,SSR bd CN11-9,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN11,10,261,AIR JET,PLC output,,SSR bd CN11-10,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN11,11,235,DUST INHALE ELIMINATE,PLC output,,SSR bd CN11-11,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,,CN11,12,236,OIL HOLE,PLC output,,SSR bd CN11-12,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,FLOOD_VALVE,CN11,13,231,FLOOD COOLANT,PLC output,,SSR bd CN11-13,MESA_ROUTE,7i84U-B,TB3,OUT7,flood-valve,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,SOL-31 confirmed via TB-51 diagram. Separate from OUT11 pump on 7i84U-A. | [RECON 2026-08-08 §C: Y011 FCL valve genuinely distinct from Y010 FCM motor; Y012 THC through-hole separate] | [RECON 2026-08-08 follow-up: status PROPOSED -> COMMISSIONING_PENDING per §C element-list confirm] | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/coolant_ladder_transcription.md],"41434WB PDF p85, dwg 4143075322"
A,,CN11,14,227,MAGAZINE COVER CLOSE,PLC output,,SSR bd CN11-14,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p85, dwg 4143075322"
A,COOLANT_ON,CN11,15,236,FLOOD COOLANT MOTOR STARTER,PLC output,,SSR bd CN11-15,MESA_ROUTE,7i84U-A,TB2,OUT11,flood-coolant,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,May need interposing relay | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/coolant_ladder_transcription.md],"41434WB PDF p85, dwg 4143075322"
A,HYD_PUMP_ON,CN11,16,235,HYDR. PUMP HEAD LUBE PUMP,PLC output,,SSR bd CN11-16,MESA_ROUTE,7i84U-A,TB3,OUT3,hyd-pump-on,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,Required before clamp/gear/ATC; interposing relay for contactor coil; prove HYD_PRESS_OK after start | [RECON 2026-08-08 §A: element list confirms Y096 HYD.M combined hydraulic + head-lube pump on 060231] | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/estop_ladder_transcription.md],"41434WB PDF p85, dwg 4143075322"
A,,CN11,17,,(not used),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,,CN11,18,,(not used),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p85, dwg 4143075322"
A,,CN11,19,0G,DC24V -COM (NC),common,,SSR bd CN11-19,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN11,20,0G,DC24V -COM (NC),common,,SSR bd CN11-20,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p85, dwg 4143075322"
A,,CN12,1,722A,(function unconfirmed - 2PC/pallet output),SSR out,,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,2,722B,(function unconfirmed - 2PC/pallet output),SSR out,,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,3,724,(function unconfirmed - 2PC/pallet output),SSR out,,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,4,725A,(function unconfirmed - 2PC/pallet output),SSR out,,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,5,725B,(function unconfirmed - 2PC/pallet output),SSR out,,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,6,782A,(function unconfirmed - 2PC/pallet output),SSR out,,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,7,782B,(function unconfirmed - 2PC/pallet output),SSR out,,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,8,787A,(function unconfirmed - 2PC/pallet output),SSR out,,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,9,787B,(function unconfirmed - 2PC/pallet output),SSR out,,,NO_MESA_ALLOCATION,none,none,none,none,UNALLOCATED,NO_MESA_ALLOCATION,No current Mesa authority row claims this conductor; review only if the OEM function is retained.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,10,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,11,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,12,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,13,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,14,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,15,,(not used - blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,16,,(not used),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,17,,(not used),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,18,,(not used),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,19,,(blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,,CN12,20,,(blank on source table),spare,,,NO_CONNECTION,none,none,none,none,UNALLOCATED,NO_CONNECTION,No conductor to land; positively unused on the cited OEM table.,"41434WB PDF p78, dwg 4143175309; terminal-unit hop not independently pin-traced"
A,SPINDLE_ZERO_SPEED,CN4,1,231,SPINDLE ZERO SPEED,spindle,CN6-26,CON 4-3,MESA_ROUTE,7i84U-A,TB3,IN5,spindle-zero-speed,FACTORY_INTERFACE,HOLD_OEM_CONFLICT,CN4-1 zero-speed route conflicts with the separate CN3-4 zero-speed conductor; read both jacket labels and continuity-trace before landing.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,,CN4,2,SS2,+COM,common,CNB-33,CON 2-4,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,SPINDLE_FAULT,CN4,3,FA,SPINDLE CONTROLLER NORMAL,alarm,1-2,CON1-50,MESA_ROUTE,7i84U-A,TB3,IN14,spindle-fault,FACTORY_INTERFACE,ROUTE_DEFINED_FIELD_VERIFY,Confirm VFD terminal and polarity | [RECON 2026-08-08 §D: FR-SX FA(t11)/FC(t12) 'controller normal' -> CN4-3/CN4-4 (digits verify)] | [LADDER-REF 2026-08-10 (approved AG): docs/ladder/spindle_run_ladder_transcription.md],"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
A,,CN4,4,FC,COM,common,2-33,TB5-1-12,OEM_POWER_OR_COMMON,none,none,none,none,UNALLOCATED,OEM_POWER_OR_COMMON,Do not assign to a signal input/output; preserve the documented electrical domain and verify rail disposition separately.,"41434WB PDF p84, dwg 4143075321; p127, dwg 4143075403 for SE1/SE2/SE3"
